Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,8,0,0,"1,491",242,1,1,1,"2,477","3,125",36,32,32
Expenses+,0,1,1,"1,283",353,185,64,-21,"1,170","1,996",0,0,0
Operating Profit,8,-0,-1,208,-111,-184,-63,22,"1,307","1,129",36,31,32
OPM %,96%,-54%,-750%,14%,-46%,"-17,712%","-6,145%","2,058%",53%,36%,99%,99%,99%
Other Income+,0,0,0,53,-316,-19,0,0,564,17,264,240,247
Interest,0,0,0,738,206,41,46,53,109,114,1,1,1
Depreciation,0,0,0,174,34,0,0,0,225,280,0,0,0
Profit before tax,8,-0,-1,-651,-667,-244,-110,-31,"1,537",751,298,270,277
Tax %,5%,7%,5%,-33%,-8%,0%,0%,0%,6%,34%,1%,-10%,
Net Profit+,-13,-19,-20,-435,-700,-244,-110,-31,"1,443",498,296,296,303
EPS in Rs,-12.14,-17.63,-19.45,-377.53,-665.65,-129.02,-89.32,-15.21,756.67,267.40,281.18,281.43,287.90
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
