Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,555,555,493,621,417,518,719,304,765,253,131,250,495
Expenses+,535,540,497,616,447,719,693,289,771,239,97,208,395
Operating Profit,20,15,-4,4,-30,-200,26,15,-6,14,34,43,100
OPM %,4%,3%,-1%,1%,-7%,-39%,4%,5%,-1%,6%,26%,17%,20%
Other Income+,12,14,12,20,-55,39,33,19,65,33,-49,6,2
Interest,24,18,14,23,27,33,43,31,18,14,17,10,17
Depreciation,2,3,1,1,4,7,7,9,9,11,13,11,17
Profit before tax,6,8,-8,1,-117,-202,9,-6,32,22,-46,27,68
Tax %,4%,3%,16%,245%,20%,6%,39%,-216%,-16%,23%,11%,15%,
Net Profit+,6,8,-9,-2,-140,-213,6,7,37,17,-51,22,69
EPS in Rs,,0.64,-0.73,-0.15,-11.44,-17.83,0.48,0.45,2.43,1.13,-3.34,1.21,3.84
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
