Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,399,446,425,456,557,636,588,487,469,470,470,454,432
Expenses+,318,363,355,409,478,553,536,410,398,421,426,410,395
Operating Profit,80,83,70,48,78,82,52,78,71,49,43,44,37
OPM %,20%,19%,17%,10%,14%,13%,9%,16%,15%,11%,9%,10%,9%
Other Income+,0,-0,0,0,1,1,1,3,4,3,4,2,2
Interest,20,20,21,29,46,49,53,57,51,50,58,59,58
Depreciation,31,27,28,32,41,49,54,49,41,35,36,33,33
Profit before tax,29,36,21,-13,-8,-14,-54,-25,-16,-33,-46,-46,-52
Tax %,2%,22%,10%,-73%,-84%,33%,-32%,-8%,0%,6%,8%,5%,
Net Profit+,28,28,19,-4,-1,-18,-37,-23,-16,-35,-50,-48,-55
EPS in Rs,2.33,2.30,1.57,-0.29,-0.10,-1.49,-3.04,-1.84,-1.31,-2.84,-4.11,-3.65,-4.34
Dividend Payout %,16%,21%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
