Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,233",390,484,499,483,532,499,416,498,921,610,555,270
Expenses+,"1,160",360,458,469,455,500,483,406,494,942,632,581,311
Operating Profit,73,30,26,30,27,32,15,9,4,-21,-22,-27,-41
OPM %,6%,8%,5%,6%,6%,6%,3%,2%,1%,-2%,-4%,-5%,-15%
Other Income+,139,90,82,86,72,69,60,141,252,479,239,344,"1,511"
Interest,101,63,64,62,46,41,16,53,57,119,146,111,106
Depreciation,18,5,5,6,6,6,7,8,9,10,9,9,9
Profit before tax,93,52,39,47,48,54,53,90,191,329,63,197,"1,355"
Tax %,24%,21%,30%,31%,29%,25%,6%,13%,8%,36%,23%,20%,
Net Profit+,70,42,27,33,34,41,50,79,176,211,48,157,"1,344"
EPS in Rs,6.83,8.39,5.43,6.59,6.88,8.18,10.01,15.88,35.52,42.59,9.73,31.71,271.02
Dividend Payout %,37%,24%,28%,24%,23%,24%,40%,38%,14%,23%,41%,32%,
