Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales+,313,364,392,365,337,377,361,349,382,194,272,207,71
Expenses+,271,299,316,306,283,315,292,308,340,191,266,259,94
Operating Profit,42,65,76,60,54,62,69,41,42,3,6,-52,-23
OPM %,14%,18%,19%,16%,16%,16%,19%,12%,11%,1%,2%,-25%,-32%
Other Income+,0,0,0,2,2,7,6,2,2,1,1,-31,-39
Interest,29,27,25,19,23,40,51,54,57,55,72,80,79
Depreciation,14,14,16,10,10,19,23,23,24,23,23,22,21
Profit before tax,-1,24,34,33,24,10,1,-34,-37,-74,-88,-185,-163
Tax %,4%,0%,18%,36%,30%,-14%,50%,-29%,-29%,-17%,0%,0%,
Net Profit+,-1,24,28,21,16,12,0,-25,-26,-62,-88,-185,-163
EPS in Rs,,6.59,7.77,5.74,4.54,3.31,0.14,-6.76,-7.29,-16.99,-24.28,-51.04,-44.98
Dividend Payout %,0%,27%,32%,31%,31%,42%,0%,0%,0%,0%,0%,0%,
