Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,534",912,312,563,378,180,75,6,6,3,0,7,7
Expenses+,"1,907",830,459,529,557,266,253,30,33,36,29,115,119
Operating Profit,626,81,-147,34,-179,-86,-178,-24,-27,-33,-29,-108,-111
OPM %,25%,9%,-47%,6%,-47%,-48%,-235%,-376%,-421%,"-1,039%",,"-1,536%","-1,494%"
Other Income+,38,31,34,39,-84,"-9,011",-42,"-1,298",13,"19,508",2,8,24
Interest,477,487,537,626,754,"1,368","1,469","2,032","1,999","1,470",26,21,13
Depreciation,166,204,221,208,208,70,72,74,74,68,68,61,61
Profit before tax,21,-578,-871,-760,"-1,224","-10,536","-1,761","-3,427","-2,086","17,937",-121,-182,-161
Tax %,87%,-36%,-32%,-24%,-17%,4%,0%,0%,0%,0%,0%,0%,
Net Profit+,3,-371,-592,-577,"-1,012","-10,927","-1,761","-3,427","-2,086","17,937",-121,-181,-161
EPS in Rs,0.04,-5.03,-8.05,-7.84,-13.72,-148.14,-23.87,-46.46,-28.28,243.19,-22.89,-34.36,-30.61
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
