Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,265,323,375,426,489,568,513,311,381,557,707,685,652
Expenses+,200,236,267,298,346,410,436,299,344,509,707,765,802
Operating Profit,65,88,108,128,142,158,77,13,37,47,-0,-80,-150
OPM %,25%,27%,29%,30%,29%,28%,15%,4%,10%,9%,-0%,-12%,-23%
Other Income+,1,1,2,3,1,2,-3,1,1,3,5,8,11
Interest,19,22,23,32,31,26,24,28,26,31,36,37,34
Depreciation,3,4,4,4,5,6,8,7,7,5,6,6,6
Profit before tax,43,63,83,94,108,128,42,-22,5,15,-37,-114,-180
Tax %,38%,35%,37%,36%,34%,36%,27%,-1%,2%,36%,7%,-26%,
Net Profit+,27,41,51,59,71,82,30,-22,5,10,-40,-84,-133
EPS in Rs,13.68,15.05,19.19,22.72,26.18,30.52,11.09,-7.90,1.94,3.44,-14.94,-31.10,-48.53
Dividend Payout %,4%,8%,7%,6%,6%,5%,0%,0%,0%,0%,0%,0%,
