Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,200","1,366","1,378","1,338","1,548","2,261","2,165","1,884","2,710","3,601","4,207","5,234","5,520"
Expenses+,"1,045","1,199","1,196","1,172","1,346","1,970","1,894","1,845","2,424","3,206","3,714","4,632","4,862"
Operating Profit,155,167,182,166,202,291,271,39,287,395,493,602,658
OPM %,13%,12%,13%,12%,13%,13%,13%,2%,11%,11%,12%,12%,12%
Other Income+,11,6,6,8,7,15,11,16,14,17,28,45,48
Interest,27,29,33,33,36,55,74,79,79,90,94,99,107
Depreciation,33,37,39,41,43,46,39,36,37,43,44,56,60
Profit before tax,107,107,116,100,130,206,168,-60,185,280,382,491,539
Tax %,36%,33%,35%,36%,30%,30%,22%,-19%,25%,26%,35%,29%,
Net Profit+,68,72,75,65,91,143,131,-49,138,207,248,348,366
EPS in Rs,31.10,28.33,25.54,22.00,27.02,41.37,44.65,-15.52,47.28,70.17,78.50,103.26,100.86
Dividend Payout %,2%,2%,2%,2%,2%,1%,1%,0%,2%,1%,1%,1%,
