Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"9,668","10,353","8,540","9,867","10,132","10,544","9,444","8,248","10,668","8,270","7,007","5,603","4,433"
Expenses+,"8,830","9,108","7,500","9,103","9,401","9,763","8,600","7,857","9,480","7,722","6,336","4,969","3,902"
Operating Profit,838,"1,244","1,040",764,731,781,844,391,"1,188",548,671,634,531
OPM %,9%,12%,12%,8%,7%,7%,9%,5%,11%,7%,10%,11%,12%
Other Income+,159,164,126,-37,-105,-452,487,-122,615,497,974,653,657
Interest,"1,091","1,280","1,220","1,543","1,525",808,817,"1,001","1,036","1,012",813,600,536
Depreciation,307,327,250,206,201,177,152,136,138,128,105,164,129
Profit before tax,-401,-199,-304,"-1,022","-1,100",-657,362,-867,628,-94,726,523,523
Tax %,-4%,14%,76%,-4%,-1%,-92%,46%,-30%,10%,-71%,34%,78%,
Net Profit+,-364,-208,-537,-983,"-1,090",-50,197,-610,563,-28,478,113,150
EPS in Rs,-2.76,-1.49,-3.49,-4.53,-4.86,-0.30,1.17,-3.63,3.35,-0.17,2.85,0.62,0.83
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
