Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,20,39,60,94,145,264,411,489,596,796,"1,157","1,539","1,752"
Interest,10,22,37,54,67,127,194,220,219,308,503,719,786
Expenses+,8,12,16,26,41,75,111,127,143,183,242,303,357
Financing Profit,2,5,7,14,38,63,106,142,234,304,412,517,608
Financing Margin %,12%,13%,12%,15%,26%,24%,26%,29%,39%,38%,36%,34%,35%
Other Income+,0,0,2,0,2,7,9,0,0,0,0,0,6
Depreciation,0,0,0,1,1,5,7,8,8,9,12,16,17
Profit before tax,2,5,9,14,38,65,107,134,226,295,400,502,597
Tax %,-10%,29%,33%,36%,34%,30%,26%,25%,18%,23%,24%,24%,
Net Profit+,3,3,6,9,25,46,80,100,186,228,306,382,453
EPS in Rs,8.87,11.73,16.01,8.50,24.41,36.09,10.16,11.46,21.24,25.94,34.54,42.43,46.74
Dividend Payout %,0%,2%,1%,0%,0%,0%,0%,0%,0%,10%,10%,9%,
