Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,903,670,403,586,471,465,344,204,131,139,131,182,214
Expenses+,"1,118",701,444,600,492,462,405,251,192,171,750,236,276
Operating Profit,-216,-31,-41,-14,-21,3,-61,-48,-62,-32,-619,-54,-62
OPM %,-24%,-5%,-10%,-2%,-5%,1%,-18%,-23%,-47%,-23%,-474%,-30%,-29%
Other Income+,4,5,12,19,66,46,20,35,6,4,"1,291",178,214
Interest,117,130,141,147,124,116,110,83,78,79,17,15,11
Depreciation,21,26,17,17,8,6,7,9,7,6,5,5,3
Profit before tax,-351,-182,-188,-159,-87,-73,-158,-104,-142,-114,649,104,138
Tax %,-30%,1%,0%,-0%,-0%,-1%,-0%,-1%,-1%,-1%,-4%,16%,
Net Profit+,-246,-183,-188,-159,-87,-72,-157,-103,-141,-113,673,88,122
EPS in Rs,-13.33,-9.92,-4.71,-3.99,-2.18,-1.81,-3.94,-2.58,-3.53,-2.82,16.88,1.96,2.70
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
