Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,235,206,197,192,204,231,232,233,328,364,343,165,170
Expenses+,225,196,189,185,193,215,214,227,306,343,323,172,175
Operating Profit,10,10,9,7,10,16,18,6,22,21,19,-7,-5
OPM %,4%,5%,4%,4%,5%,7%,8%,3%,7%,6%,6%,-4%,-3%
Other Income+,11,4,29,-6,3,0,16,1,0,0,0,0,0
Interest,8,9,9,7,7,7,8,6,6,7,10,6,6
Depreciation,5,7,8,7,7,6,9,7,7,8,8,6,6
Profit before tax,8,-2,21,-13,-1,3,17,-6,9,6,2,-18,-16
Tax %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
Net Profit+,8,-2,21,-13,-1,3,17,-6,9,6,2,-18,-16
EPS in Rs,2.29,-0.59,5.49,-3.06,-0.19,0.68,3.53,-1.17,1.70,1.14,0.33,-3.06,-2.83
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
