Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,250,235,257,291,285,323,300,256,362,364,366,357,358
Expenses+,227,224,238,269,265,298,271,232,317,329,335,325,321
Operating Profit,23,11,19,22,19,26,28,23,45,35,31,32,37
OPM %,9%,5%,7%,8%,7%,8%,9%,9%,12%,10%,8%,9%,10%
Other Income+,3,17,3,4,1,2,1,4,3,6,4,10,6
Interest,11,13,13,14,12,13,11,10,12,14,20,24,24
Depreciation,6,6,7,7,7,7,7,8,9,10,10,15,15
Profit before tax,9,9,2,5,1,8,11,10,27,17,6,4,4
Tax %,40%,28%,-48%,-35%,-217%,49%,13%,33%,34%,26%,43%,-11%,
Net Profit+,6,7,3,6,3,4,9,7,18,12,3,4,5
EPS in Rs,7.08,8.14,3.16,8.10,3.25,5.11,12.37,9.19,24.03,16.46,4.26,5.37,5.98
Dividend Payout %,7%,6%,16%,6%,15%,15%,8%,22%,10%,15%,24%,9%,
