Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,268,333,34,25,27,21,17,11,29,35,56,78,66
Expenses+,237,299,23,20,24,15,16,10,23,27,43,51,41
Operating Profit,31,34,11,6,4,5,1,1,6,9,14,27,25
OPM %,12%,10%,32%,22%,14%,26%,4%,9%,20%,25%,25%,35%,38%
Other Income+,8,10,4,3,3,3,12,7,8,5,4,8,10
Interest,11,12,2,0,0,0,0,0,0,1,2,1,0
Depreciation,8,5,2,2,2,2,2,2,2,2,2,2,2
Profit before tax,21,26,11,7,5,7,11,6,12,11,14,32,33
Tax %,32%,23%,36%,-5%,28%,35%,11%,32%,25%,33%,20%,34%,
Net Profit+,14,21,7,7,3,4,10,4,9,7,12,21,22
EPS in Rs,3.46,5.06,1.76,1.67,0.81,1.07,2.39,1.08,2.16,1.66,2.71,4.99,5.12
Dividend Payout %,9%,6%,11%,12%,25%,28%,8%,19%,9%,12%,7%,4%,
