Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,162,198,189,229,351,589,717,737,969,"1,465","2,313","3,248","3,903"
Expenses+,41,48,120,97,140,191,203,201,368,620,"1,023","1,242","1,363"
Operating Profit,121,150,69,132,211,398,514,536,602,845,"1,290","2,006","2,541"
OPM %,75%,76%,37%,58%,60%,68%,72%,73%,62%,58%,56%,62%,65%
Other Income+,6,8,2,6,1,3,2,0,12,1,1,3,6
Interest,2,5,12,38,97,207,283,290,332,534,837,"1,274","1,491"
Depreciation,3,4,3,4,6,7,11,11,10,44,88,102,105
Profit before tax,123,149,56,96,108,187,222,236,273,268,366,633,950
Tax %,33%,36%,22%,39%,40%,27%,27%,25%,25%,24%,24%,24%,
Net Profit+,82,95,44,58,65,136,161,177,205,205,279,479,717
EPS in Rs,1.00,1.16,0.53,0.71,0.79,1.65,1.96,2.15,2.49,2.48,3.39,5.80,7.97
Dividend Payout %,6%,6%,12%,9%,8%,5%,2%,4%,4%,5%,4%,3%,
