Metric,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2016,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,198,94,82,89,76,94,105,40,38,52,66,78,78
Expenses+,397,116,128,97,85,99,127,41,38,46,52,66,68
Operating Profit,-199,-23,-47,-8,-10,-5,-22,-1,0,6,14,13,11
OPM %,-101%,-24%,-57%,-9%,-13%,-6%,-21%,-2%,0%,11%,22%,16%,14%
Other Income+,11,2,67,116,72,39,17,16,11,10,5,-8,-17
Interest,24,25,13,11,5,11,8,1,2,2,1,2,2
Depreciation,23,16,11,21,8,2,4,0,2,2,2,2,2
Profit before tax,-235,-62,-4,77,49,21,-17,14,8,13,17,0,-10
Tax %,-38%,-106%,-22%,1%,-18%,192%,755%,159%,-69%,60%,21%,47%,
Net Profit+,-146,4,-3,76,58,-19,-149,-14,13,5,13,0,-11
EPS in Rs,-30.03,0.81,-0.58,16.25,12.00,-1.17,-29.01,-2.85,2.65,1.03,2.77,0.05,-2.16
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
