Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,68,63,73,88,87,97,113,118,139,176,222,236,237
Expenses+,60,61,68,79,84,83,94,95,111,145,196,204,211
Operating Profit,7,1,5,9,3,14,18,23,28,31,26,32,26
OPM %,11%,2%,7%,10%,4%,14%,16%,19%,20%,18%,12%,13%,11%
Other Income+,5,10,4,10,8,6,6,7,10,8,14,20,25
Interest,0,1,1,1,2,1,1,0,0,1,1,1,1
Depreciation,2,3,4,4,6,7,6,7,8,8,8,5,4
Profit before tax,10,7,5,13,4,12,18,23,30,31,32,46,46
Tax %,20%,31%,49%,24%,20%,16%,25%,-6%,24%,31%,28%,25%,
Net Profit+,8,5,2,10,3,10,13,24,23,22,23,35,35
EPS in Rs,2.88,1.92,0.87,3.62,1.16,3.72,4.80,8.73,8.06,7.62,7.31,11.22,11.38
Dividend Payout %,35%,52%,115%,28%,86%,27%,21%,11%,19%,26%,27%,36%,
