Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,"3,279","3,715","4,214","4,694","5,559","7,108","8,712","9,583","10,148","12,884","19,163","25,846","28,537"
Interest,"1,769","1,958","2,048","2,228","2,657","3,588","4,592","4,576","4,298","5,748","9,231","12,495","13,625"
Expenses+,932,"1,061","1,266","1,322","1,451","1,632","2,421","2,913","2,926","3,621","5,385","7,672","8,795"
Financing Profit,578,696,899,"1,143","1,451","1,888","1,699","2,094","2,924","3,515","4,548","5,680","6,117"
Financing Margin %,18%,19%,21%,24%,26%,27%,20%,22%,29%,27%,24%,22%,21%
Other Income+,1,0,2,3,0,1,0,56,84,220,255,309,407
Depreciation,25,30,22,39,51,57,111,102,101,121,198,245,262
Profit before tax,554,666,879,"1,107","1,401","1,832","1,588","2,048","2,908","3,615","4,605","5,744","6,262"
Tax %,34%,33%,35%,35%,34%,35%,34%,26%,26%,26%,26%,26%,
Net Profit+,368,444,575,718,918,"1,197","1,054","1,521","2,154","2,665","3,420","4,263","4,645"
EPS in Rs,5.14,6.18,7.36,9.21,11.76,15.32,12.86,18.55,26.23,32.42,40.72,50.69,55.23
Dividend Payout %,14%,11%,12%,12%,11%,8%,13%,11%,8%,6%,5%,4%,
