Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,371,511,"1,971","1,348","2,262","3,548","2,270","1,281",962,825,779,704,723
Expenses+,129,227,"1,320",479,"1,218","2,500","1,414",899,775,446,446,270,254
Operating Profit,242,284,651,869,"1,044","1,048",856,382,187,379,333,434,470
OPM %,65%,56%,33%,64%,46%,30%,38%,30%,19%,46%,43%,62%,65%
Other Income+,22,40,99,56,60,236,"1,815",372,723,-131,-361,9,32
Interest,355,526,977,"1,056","1,141","1,175","1,276",877,850,547,429,335,342
Depreciation,92,142,136,221,261,296,293,117,98,86,101,118,121
Profit before tax,-184,-343,-363,-352,-297,-187,"1,103",-240,-38,-386,-558,-10,39
Tax %,7%,1%,-3%,2%,14%,32%,7%,16%,-43%,-5%,-4%,235%,
Net Profit+,-196,-346,-353,-360,-338,-248,"1,029",-278,-21,-365,-533,-34,8
EPS in Rs,-59.96,-11.04,-9.67,-10.03,-9.34,-6.96,29.35,-7.90,-0.60,-10.65,-15.42,-2.13,-1.20
Dividend Payout %,0%,0%,0%,0%,-5%,-7%,0%,0%,0%,0%,0%,0%,
