Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,748,706,669,695,588,636,527,472,720,594,463,518,528
Expenses+,629,616,581,616,525,565,481,423,665,551,415,465,481
Operating Profit,119,90,88,79,63,71,45,48,55,44,48,53,47
OPM %,16%,13%,13%,11%,11%,11%,9%,10%,8%,7%,10%,10%,9%
Other Income+,51,23,18,21,26,-123,35,112,27,-26,36,41,138
Interest,3,2,83,78,52,34,25,16,4,0,0,0,0
Depreciation,18,23,18,17,18,18,15,14,13,13,12,11,11
Profit before tax,149,87,5,5,18,-104,40,130,66,5,72,82,174
Tax %,33%,34%,366%,465%,106%,4%,17%,29%,20%,383%,27%,19%,
Net Profit+,100,52,-14,-18,-1,-108,34,93,53,-14,52,66,157
EPS in Rs,5.58,2.94,-0.79,-1.02,-0.11,-6.06,1.88,5.19,2.95,-0.76,2.94,3.73,8.79
Dividend Payout %,9%,17%,-63%,-49%,-470%,-8%,27%,10%,17%,-66%,17%,13%,
