Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,2.16,13.15,18.91
Expenses+,3.15,1.46,1.19,1.76,1.99,1.43,0.66,0.68,1.41,2.12,8.78,26.26,34.05
Operating Profit,-3.12,-1.46,-1.19,-1.76,-1.99,-1.43,-0.66,-0.68,-1.41,-2.08,-6.62,-13.11,-15.14
OPM %,"-10,400.00%",,,,,,,,,"-5,200.00%",-306.48%,-99.70%,-80.06%
Other Income+,3.81,0.41,1.57,0.07,10.38,0.91,3.75,0.04,37.90,-9.27,0.97,12.62,14.13
Interest,2.49,1.04,0.01,0.04,0.37,0.09,0.00,0.11,0.00,0.01,0.00,0.33,0.48
Depreciation,9.31,11.32,5.02,4.79,4.69,4.56,4.49,4.34,4.31,4.28,4.16,4.05,4.03
Profit before tax,-11.11,-13.41,-4.65,-6.52,3.33,-5.17,-1.40,-5.09,32.18,-15.64,-9.81,-4.87,-5.52
Tax %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-146.41%,
Net Profit+,-11.10,-13.41,-4.65,-6.52,3.33,-5.17,-1.40,-5.08,32.18,-15.64,-9.81,2.25,3.10
EPS in Rs,-4.20,-5.07,-1.76,-2.47,1.26,-1.96,-0.53,-1.92,12.17,-5.91,-3.71,0.85,1.17
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
