Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,960,"1,043",908,"1,233","1,142","1,424","1,375","1,226","2,055","1,574","1,395","1,745","1,777"
Expenses+,770,859,758,"1,007",946,"1,187","1,237","1,140","1,835","1,441","1,284","1,578","1,605"
Operating Profit,189,184,150,226,196,236,138,87,220,133,111,167,172
OPM %,20%,18%,16%,18%,17%,17%,10%,7%,11%,8%,8%,10%,10%
Other Income+,-70,5,19,15,8,13,10,16,-2,12,9,2,12
Interest,47,27,12,9,5,9,19,17,29,41,54,82,82
Depreciation,25,22,26,29,12,21,28,30,47,53,60,69,69
Profit before tax,47,139,131,204,186,219,101,55,142,51,5,19,33
Tax %,35%,34%,34%,35%,33%,35%,15%,28%,31%,25%,-37%,4%,
Net Profit+,30,92,86,133,122,141,86,40,99,38,6,18,29
EPS in Rs,2.76,8.41,7.88,12.18,10.03,11.72,7.12,3.43,8.51,3.03,0.51,1.47,2.32
Dividend Payout %,0%,0%,8%,7%,8%,7%,11%,23%,9%,3%,0%,0%,
