Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,"2,978","3,383","3,270","3,536","4,228","5,584","7,567","7,267","6,986","7,082","7,831","10,345","11,060"
Interest,"1,702","1,775","1,908","1,986","2,295","3,071","4,848","4,765","4,533","4,507","4,961","6,747","7,260"
Expenses+,192,477,319,468,526,652,544,277,111,279,134,-46,16
Financing Profit,"1,084","1,131","1,044","1,082","1,408","1,861","2,176","2,225","2,342","2,296","2,736","3,644","3,784"
Financing Margin %,36%,33%,32%,31%,33%,33%,29%,31%,34%,32%,35%,35%,34%
Other Income+,25,44,37,98,6,7,4,11,11,4,117,4,36
Depreciation,4,5,5,5,5,5,6,7,8,11,10,11,12
Profit before tax,"1,105","1,170","1,076","1,175","1,408","1,863","2,174","2,229","2,346","2,289","2,843","3,637","3,809"
Tax %,34%,34%,27%,28%,28%,37%,21%,29%,27%,26%,26%,26%,
Net Profit+,734,768,783,842,"1,010","1,180","1,708","1,578","1,716","1,701","2,117","2,709","2,782"
EPS in Rs,366.64,383.80,3.91,4.21,5.04,5.89,8.53,7.89,8.57,8.50,10.57,13.53,13.90
Dividend Payout %,14%,13%,13%,13%,11%,14%,36%,28%,41%,45%,39%,31%,
