Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2016,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,271","2,994","3,507","2,964","3,145","5,975","5,471","5,561","7,731","7,997","7,809","7,436","7,147"
Expenses+,"2,079","2,763","3,197","2,722","2,916","5,603","5,117","5,182","7,288","7,383","7,237","6,857","6,649"
Operating Profit,193,231,310,243,230,372,354,379,443,614,572,579,498
OPM %,8%,8%,9%,8%,7%,6%,6%,7%,6%,8%,7%,8%,7%
Other Income+,0,1,1,2,1,4,3,5,6,5,14,30,35
Interest,67,116,145,96,88,115,114,70,64,45,24,21,21
Depreciation,55,60,85,61,56,89,103,103,108,115,117,123,124
Profit before tax,71,56,82,87,87,172,140,211,277,459,445,465,388
Tax %,5%,7%,6%,27%,24%,30%,27%,25%,26%,27%,26%,26%,
Net Profit+,67,52,73,67,72,121,103,158,205,336,329,347,288
EPS in Rs,3.85,2.98,4.19,3.83,4.08,5.55,4.71,7.28,9.42,15.42,15.13,15.93,13.23
Dividend Payout %,10%,0%,24%,7%,9%,9%,11%,10%,10%,11%,16%,35%,
