Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,635,805,752,834,"1,326","1,269","1,003","1,447","2,132","2,249","2,357","2,793","2,815"
Expenses+,604,773,704,759,"1,219","1,169",950,"1,257","1,836","1,940","2,103","2,546","2,580"
Operating Profit,31,32,48,75,108,100,53,190,296,309,254,247,236
OPM %,5%,4%,6%,9%,8%,8%,5%,13%,14%,14%,11%,9%,8%
Other Income+,1,1,2,4,2,3,4,6,6,7,14,12,14
Interest,6,8,8,9,14,25,17,9,7,12,18,18,18
Depreciation,2,3,5,5,5,6,7,8,8,9,10,12,13
Profit before tax,23,22,37,66,90,72,32,180,286,295,241,228,220
Tax %,22%,18%,31%,33%,32%,27%,10%,25%,20%,21%,19%,18%,
Net Profit+,18,18,25,44,61,52,29,135,230,233,195,187,179
EPS in Rs,2.92,2.93,4.16,7.24,10.08,8.58,4.76,22.37,38.08,38.51,32.26,30.92,29.68
Dividend Payout %,26%,46%,8%,9%,12%,14%,25%,9%,21%,21%,22%,10%,
