Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,159,162,182,183,201,236,222,66,144,295,304,357,371
Expenses+,121,130,142,130,147,164,158,58,108,186,213,252,262
Operating Profit,38,33,40,53,54,72,64,8,36,109,91,105,109
OPM %,24%,20%,22%,29%,27%,31%,29%,12%,25%,37%,30%,29%,29%
Other Income+,8,5,19,40,-195,-4,16,5,1,245,41,10,8
Interest,72,81,41,28,16,22,37,42,50,22,61,30,25
Depreciation,25,31,25,24,23,18,18,18,17,15,18,20,21
Profit before tax,-52,-74,-7,41,-180,28,24,-46,-30,316,54,65,71
Tax %,-18%,-11%,483%,-1%,7%,39%,-2%,-21%,-25%,1%,17%,29%,
Net Profit+,-42,-65,-39,42,-192,17,25,-36,-23,313,45,47,50
EPS in Rs,-17.93,-27.66,-16.71,17.62,-81.50,7.16,10.50,-15.39,-9.61,126.91,17.31,15.80,16.67
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
