Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,27,33,33,49,42,46,56,61,75,96,96,101,104
Expenses+,20,26,26,40,34,38,46,45,59,78,73,81,86
Operating Profit,7,7,7,8,8,8,9,16,16,18,23,20,19
OPM %,27%,22%,22%,17%,19%,18%,17%,26%,22%,19%,24%,19%,18%
Other Income+,0,0,0,0,0,0,0,2,0,0,0,2,4
Interest,4,4,4,2,2,2,1,1,0,0,0,0,0
Depreciation,2,2,3,3,3,3,3,3,3,3,3,4,4
Profit before tax,1,1,1,3,3,3,6,15,13,15,20,18,19
Tax %,40%,27%,58%,42%,42%,24%,21%,21%,27%,25%,26%,26%,
Net Profit+,1,1,0,2,2,3,5,12,9,11,14,13,14
EPS in Rs,1.33,1.65,0.78,3.43,2.78,2.79,3.87,9.44,7.49,9.21,11.78,10.86,11.51
Dividend Payout %,0%,0%,0%,0%,0%,0%,32%,0%,0%,0%,0%,0%,
