Metric,Mar 2007,Mar 2008,Mar 2009,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2024,Mar 2025,TTM
Sales+,885,950,989,"1,180","1,257","1,345","1,407","1,199","1,188","1,706","1,959","1,982","1,927"
Expenses+,779,868,978,"1,004",970,"1,141","1,194","1,005",925,"1,368","1,588","1,609","1,559"
Operating Profit,106,83,11,177,287,204,212,194,263,338,371,373,368
OPM %,12%,9%,1%,15%,23%,15%,15%,16%,22%,20%,19%,19%,19%
Other Income+,69,57,51,61,14,17,25,23,43,52,49,55,58
Interest,26,19,28,12,10,9,7,10,7,13,26,19,14
Depreciation,18,19,32,52,52,37,38,43,44,46,61,63,61
Profit before tax,131,102,2,174,239,175,192,165,255,331,333,346,350
Tax %,27%,25%,-112%,35%,35%,34%,32%,19%,25%,25%,25%,26%,
Net Profit+,96,88,4,113,156,115,131,134,190,248,249,256,261
EPS in Rs,21.93,20.04,0.82,25.99,35.79,26.48,30.17,31.29,43.59,55.93,56.99,58.70,59.76
Dividend Payout %,18%,20%,0%,0%,0%,19%,17%,16%,17%,18%,18%,17%,
