Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,95,96,89,86,92,101,97,85,100,108,109,116,120
Expenses+,85,86,80,82,90,94,91,81,95,100,102,109,113
Operating Profit,10,11,9,3,2,7,6,4,4,7,7,7,7
OPM %,10%,11%,10%,4%,2%,7%,6%,4%,4%,7%,7%,6%,6%
Other Income+,0,0,0,4,4,1,1,0,0,1,1,1,1
Interest,4,4,3,4,4,3,2,2,1,1,1,1,1
Depreciation,5,2,2,2,2,2,2,3,2,2,1,2,2
Profit before tax,0,5,3,1,-0,2,2,-0,1,5,5,4,4
Tax %,-138%,33%,28%,91%,"-8,600%",46%,34%,71%,73%,31%,31%,32%,
Net Profit+,1,3,2,0,1,1,1,-1,0,3,3,3,3
EPS in Rs,1.34,3.84,2.47,0.29,1.04,1.45,1.47,-0.31,0.57,4.31,3.98,3.30,3.53
Dividend Payout %,45%,18%,28%,0%,0%,62%,0%,-261%,142%,0%,30%,36%,
