Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,112,133,119,131,167,175,175,118,190,211,195,232,235
Expenses+,97,114,101,113,146,158,155,95,162,179,178,209,211
Operating Profit,15,19,18,18,20,17,20,23,28,32,17,22,24
OPM %,14%,14%,15%,14%,12%,10%,11%,20%,15%,15%,9%,10%,10%
Other Income+,0,0,0,0,1,1,1,1,3,3,5,4,4
Interest,6,7,5,3,7,2,5,3,1,4,3,4,6
Depreciation,5,6,6,6,6,6,7,7,7,8,11,11,11
Profit before tax,4,6,7,9,8,10,9,15,22,24,8,12,12
Tax %,14%,14%,32%,24%,29%,21%,22%,28%,29%,27%,41%,41%,
Net Profit+,4,5,4,7,6,8,7,11,16,17,5,7,7
EPS in Rs,4.02,5.66,4.96,7.71,6.21,7.90,7.16,10.20,15.25,16.67,4.44,6.57,6.81
Dividend Payout %,12%,13%,15%,13%,16%,13%,7%,10%,10%,4%,11%,8%,
