Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,144,138,143,144,127,167,159,188,218,237,209,269,283
Expenses+,133,129,132,138,138,157,150,169,192,203,186,218,227
Operating Profit,11,9,12,6,-11,9,9,19,26,34,23,51,55
OPM %,7%,6%,8%,4%,-9%,6%,5%,10%,12%,14%,11%,19%,20%
Other Income+,0,0,1,13,0,1,3,4,3,2,9,28,34
Interest,5,4,5,3,1,1,1,1,0,0,1,1,1
Depreciation,3,3,3,2,0,1,1,1,2,1,2,8,9
Profit before tax,3,2,4,14,-12,9,9,22,27,35,30,70,79
Tax %,16%,30%,20%,18%,-1%,20%,16%,22%,29%,23%,25%,21%,
Net Profit+,2,1,3,12,-12,7,8,17,19,27,22,55,62
EPS in Rs,0.32,0.18,0.50,1.81,-1.76,1.10,1.20,2.60,2.88,4.08,3.40,8.34,9.32
Dividend Payout %,62%,22%,8%,2%,-2%,9%,17%,15%,56%,49%,59%,30%,
