Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,571,614,719,779,789,733,908,899,"1,141","1,046","1,146","1,281","1,315"
Expenses+,455,485,566,614,634,585,688,718,940,947,907,965,981
Operating Profit,116,129,153,165,155,148,219,181,202,99,239,316,334
OPM %,20%,21%,21%,21%,20%,20%,24%,20%,18%,9%,21%,25%,25%
Other Income+,6,5,5,15,22,33,17,90,21,17,15,-5,-5
Interest,4,4,7,3,3,4,5,22,41,59,92,76,71
Depreciation,23,21,29,31,37,42,44,54,80,96,108,113,115
Profit before tax,95,108,122,146,137,136,188,195,102,-38,54,122,143
Tax %,21%,33%,19%,29%,25%,19%,18%,25%,41%,-19%,41%,36%,
Net Profit+,75,73,99,104,103,110,155,146,61,-31,32,78,111
EPS in Rs,5.14,4.78,6.73,6.71,6.45,6.88,9.57,9.06,3.49,-1.87,1.84,4.00,5.68
Dividend Payout %,5%,6%,4%,4%,5%,7%,6%,6%,16%,0%,0%,12%,
