Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,266,284,326,206,238,321,307,432,487,527,647,662,730
Expenses+,242,253,289,183,220,291,284,387,439,476,571,600,674
Operating Profit,24,31,38,23,18,30,23,45,47,52,76,62,56
OPM %,9%,11%,12%,11%,8%,9%,8%,10%,10%,10%,12%,9%,8%
Other Income+,4,5,4,8,7,5,4,11,5,6,12,9,7
Interest,1,1,1,1,0,1,1,2,2,1,1,1,1
Depreciation,2,3,2,2,2,2,7,15,12,10,9,9,10
Profit before tax,25,32,38,28,23,32,19,39,39,47,78,61,51
Tax %,31%,31%,32%,27%,29%,28%,25%,26%,22%,24%,23%,22%,
Net Profit+,18,22,26,20,17,23,14,28,31,36,60,47,39
EPS in Rs,1.76,2.19,2.57,2.00,1.65,2.33,1.43,2.84,3.05,3.61,5.99,4.73,3.86
Dividend Payout %,37%,27%,24%,31%,42%,29%,48%,26%,29%,28%,21%,16%,
