Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,205,241,231,227,259,286,201,181,246,264,237,237,244
Expenses+,182,226,215,212,237,261,193,168,228,254,223,213,218
Operating Profit,24,14,16,15,22,26,8,13,19,11,14,24,26
OPM %,11%,6%,7%,7%,8%,9%,4%,7%,8%,4%,6%,10%,11%
Other Income+,2,2,3,5,7,6,3,1,1,5,4,3,2
Interest,5,6,5,4,6,8,5,3,4,3,6,7,8
Depreciation,13,13,12,10,13,15,14,13,12,11,6,8,8
Profit before tax,7,-3,2,5,9,10,-8,-2,4,1,6,12,12
Tax %,33%,-24%,46%,33%,29%,28%,-15%,-15%,22%,113%,19%,28%,
Net Profit+,5,-2,1,3,7,7,-7,-2,3,-0,5,8,9
EPS in Rs,13.14,-6.21,3.02,9.57,18.03,19.13,-19.05,-4.84,8.60,-0.49,12.51,22.84,25.79
Dividend Payout %,19%,0%,66%,21%,19%,21%,-5%,-31%,35%,-607%,24%,18%,
