Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,665,817,800,797,828,918,852,922,880,961,984,965,986
Expenses+,479,578,526,533,575,644,647,678,706,820,829,837,854
Operating Profit,186,239,274,264,254,274,205,243,174,141,155,128,131
OPM %,28%,29%,34%,33%,31%,30%,24%,26%,20%,15%,16%,13%,13%
Other Income+,12,-15,-18,21,24,17,30,35,39,37,45,36,33
Interest,6,0,0,1,1,1,4,1,1,1,1,1,1
Depreciation,4,5,5,5,7,7,6,6,5,9,10,10,10
Profit before tax,187,219,250,278,270,283,225,270,206,169,189,153,153
Tax %,20%,21%,22%,22%,22%,22%,18%,17%,18%,18%,18%,18%,
Net Profit+,149,173,196,218,211,222,185,223,170,139,155,125,126
EPS in Rs,10.10,11.71,13.32,14.80,14.31,15.02,12.52,15.12,11.50,9.63,10.88,8.77,8.83
Dividend Payout %,64%,98%,86%,78%,84%,93%,16%,66%,70%,51%,28%,0%,
