Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"17,223","20,544","24,125","24,338","22,658","25,408","29,942","35,556","39,276","39,486","47,517","56,369","59,514"
Expenses+,572,"1,149","1,680","1,888","3,379","1,702","3,981","3,292","4,838","1,858",-366,"2,153","2,057"
Operating Profit,"16,650","19,395","22,445","22,450","19,279","23,705","25,961","32,265","34,438","37,628","47,883","54,216","57,457"
OPM %,97%,94%,93%,92%,85%,93%,87%,91%,88%,95%,101%,96%,97%
Other Income+,6,6,4,24,18,33,72,15,62,28,48,58,126
Interest,"10,035","11,840","14,282","13,462","13,333","15,639","18,991","21,489","22,051","23,733","29,948","34,131","35,670"
Depreciation,5,8,20,40,7,8,12,11,18,24,24,25,26
Profit before tax,"6,617","7,552","8,147","8,972","5,958","8,090","7,030","10,780","12,431","13,898","17,960","20,117","21,886"
Tax %,28%,29%,30%,30%,25%,29%,29%,22%,19%,20%,21%,21%,
Net Profit+,"4,741","5,344","5,691","6,313","4,451","5,741","4,972","8,378","10,036","11,167","14,145","15,884","17,267"
EPS in Rs,18.01,20.30,21.61,23.98,16.90,21.80,18.88,31.82,38.11,42.41,53.72,60.32,65.58
Dividend Payout %,20%,20%,30%,30%,41%,38%,44%,30%,30%,30%,30%,30%,
