Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,133","1,202","1,333",698,815,"1,180","1,104","1,235","1,270","1,343","1,785","2,111","2,154"
Expenses+,956,"1,100","1,169",738,942,"1,254","1,153","1,144","1,198","1,389","1,698","1,846","1,907"
Operating Profit,178,101,164,-41,-128,-74,-49,91,72,-46,87,265,247
OPM %,16%,8%,12%,-6%,-16%,-6%,-4%,7%,6%,-3%,5%,13%,11%
Other Income+,83,20,15,184,"2,735",91,91,50,47,-0,-26,35,38
Interest,3,3,3,3,8,8,8,5,6,17,23,21,24
Depreciation,46,41,39,44,51,67,82,84,91,113,123,125,124
Profit before tax,212,77,137,97,"2,548",-58,-48,51,22,-176,-85,155,138
Tax %,20%,3%,21%,-12%,0%,-59%,25%,33%,-50%,15%,10%,11%,
Net Profit+,169,75,108,109,"2,545",-24,-60,34,33,-202,-94,138,125
EPS in Rs,18.68,8.31,11.90,11.96,361.82,-3.38,-8.55,4.87,4.70,-28.72,-13.32,19.53,17.75
Dividend Payout %,43%,24%,17%,25%,1%,-118%,-47%,82%,85%,-14%,0%,0%,
