Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,74,84,100,110,161,239,306,336,487,686,691,778,784
Expenses+,62,71,86,90,132,196,248,272,401,575,581,641,647
Operating Profit,11,13,14,20,29,43,58,64,87,112,110,136,137
OPM %,16%,15%,14%,18%,18%,18%,19%,19%,18%,16%,16%,18%,17%
Other Income+,0,1,0,0,1,1,0,1,1,5,8,-10,-10
Interest,5,5,5,8,10,12,12,14,19,29,42,48,51
Depreciation,1,1,1,1,2,3,5,7,12,16,23,28,27
Profit before tax,6,8,8,12,17,29,41,44,57,71,53,50,49
Tax %,41%,37%,39%,33%,37%,28%,30%,29%,22%,30%,32%,31%,
Net Profit+,4,5,5,8,11,21,29,31,45,50,36,35,34
EPS in Rs,8.09,11.31,2.59,3.84,5.49,10.43,12.28,13.43,17.90,20.04,13.51,13.20,12.74
Dividend Payout %,25%,18%,17%,-0%,18%,14%,16%,17%,15%,15%,15%,8%,
