Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,20,24,26,33,43,47,46,44,53,73,79,131,150
Expenses+,17,21,23,29,35,38,39,40,46,64,66,114,132
Operating Profit,3,4,3,4,9,9,7,4,8,9,13,17,18
OPM %,16%,15%,12%,13%,20%,19%,16%,9%,14%,13%,16%,13%,12%
Other Income+,0,1,0,0,0,0,0,0,0,1,0,5,5
Interest,1,1,1,1,1,1,1,2,2,2,3,4,4
Depreciation,1,1,1,1,1,1,1,0,0,2,3,4,4
Profit before tax,2,2,2,3,7,7,6,2,5,6,7,14,14
Tax %,34%,31%,33%,35%,29%,29%,33%,30%,29%,21%,23%,24%,
Net Profit+,1,2,1,2,5,5,4,2,4,5,5,10,11
EPS in Rs,12.33,14.33,10.75,12.42,4.17,4.12,3.20,1.61,3.37,3.85,4.87,8.74,10.51
Dividend Payout %,-0%,-0%,-0%,-0%,10%,2%,-0%,1%,1%,1%,1%,0%,
