Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,764,760,782,805,812,824,835,893,917,850,760,899,"1,090"
Expenses+,694,699,725,744,746,759,777,830,862,804,725,872,"1,056"
Operating Profit,70,61,57,61,66,65,59,62,54,46,34,26,34
OPM %,9%,8%,7%,8%,8%,8%,7%,7%,6%,5%,5%,3%,3%
Other Income+,-0,0,0,5,1,4,3,1,4,-0,4,-145,-144
Interest,2,1,6,5,0,0,2,2,2,3,3,2,1
Depreciation,11,15,16,17,18,17,19,19,21,22,21,26,29
Profit before tax,57,45,35,45,49,51,41,43,35,20,14,-146,-140
Tax %,25%,18%,35%,38%,35%,33%,17%,27%,26%,26%,27%,-25%,
Net Profit+,43,37,23,28,32,34,34,31,26,15,10,-110,-106
EPS in Rs,17.49,15.15,9.52,11.35,12.95,14.05,13.89,12.83,10.61,6.19,4.27,-29.15,-27.49
Dividend Payout %,11%,13%,21%,18%,19%,18%,22%,23%,28%,48%,70%,0%,
