Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,16,17,51,26,110,159,88,11,16,22,63,57,48
Expenses+,1,9,83,11,88,175,153,5,3,12,30,34,25
Operating Profit,15,8,-32,15,22,-16,-64,6,13,10,33,23,23
OPM %,94%,47%,-63%,57%,20%,-10%,-73%,55%,81%,44%,53%,41%,47%
Other Income+,0,0,0,0,0,0,0,0,-0,1,0,8,8
Interest,12,23,17,14,18,26,12,6,8,8,7,6,7
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,3,-15,-49,1,4,-42,-76,0,5,2,27,25,24
Tax %,-4%,-255%,-64%,192%,504%,15%,-15%,14%,28%,"1,649%",50%,26%,
Net Profit+,3,24,-18,-1,-17,-49,-65,0,4,-36,13,19,18
EPS in Rs,2.24,18.88,-13.96,-1.05,-13.60,-38.49,-51.31,0.14,2.85,-28.87,10.57,14.71,14.11
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
