Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"7,302","7,613","7,611","6,377","7,265","8,103","3,042","2,404","3,590","4,553","4,595","4,436","4,885"
Expenses+,"7,092","7,313","7,334","5,905","6,722","7,783","3,382","2,369","3,351","4,215","4,233","4,058","4,421"
Operating Profit,210,300,277,472,542,320,-340,35,239,338,362,378,463
OPM %,3%,4%,4%,7%,7%,4%,-11%,1%,7%,7%,8%,9%,9%
Other Income+,138,71,50,23,113,-11,124,146,220,616,195,195,"1,108"
Interest,380,318,419,440,404,488,278,200,173,207,211,168,142
Depreciation,34,30,66,77,83,87,68,68,67,79,95,102,101
Profit before tax,-66,23,-157,-22,169,-266,-562,-88,218,668,251,303,"1,328"
Tax %,-14%,29%,-22%,-40%,14%,3%,37%,44%,22%,19%,32%,24%,
Net Profit+,-57,14,-123,-13,146,-273,-773,-126,171,539,171,231,"1,076"
EPS in Rs,-10.52,2.13,-27.40,-5.22,27.91,-68.57,-190.74,-37.35,31.01,113.33,23.74,39.18,232.91
Dividend Payout %,-29%,94%,-7%,-19%,0%,0%,0%,0%,0%,0%,8%,5%,
