Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,180,103,132,138,57,15,-1,0,0,0,3,6,5
Expenses+,132,74,80,97,62,24,-0,1,1,1,6,6,6
Operating Profit,48,30,52,41,-4,-9,-1,-1,-1,-1,-3,0,-0
OPM %,27%,29%,39%,30%,-7%,-56%,,,,,-104%,6%,-9%
Other Income+,0,4,4,1,-1,1,1,0,0,0,0,-23,-22
Interest,19,8,16,15,16,12,13,4,0,0,0,0,1
Depreciation,21,15,25,19,23,24,23,20,20,20,19,0,0
Profit before tax,8,11,14,8,-44,-44,-37,-25,-21,-21,-21,-22,-24
Tax %,34%,16%,6%,29%,0%,0%,0%,0%,-0%,0%,1%,-0%,
Net Profit+,5,9,13,5,-53,-44,-37,-25,-21,-21,-21,-22,-24
EPS in Rs,1.74,2.46,3.75,1.52,-15.11,-12.50,-10.55,-7.15,-6.09,-6.09,-8.38,-8.82,-9.58
Dividend Payout %,34%,24%,16%,40%,0%,0%,0%,0%,0%,0%,0%,0%,
