Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,927","1,979","2,036","2,310","2,549","2,546","2,640","2,038","2,418","4,030","4,828","5,697","6,050"
Expenses+,"1,838","1,889","1,916","2,159","2,373","2,447","2,525","1,967","2,333","3,912","4,677","5,528","5,863"
Operating Profit,89,90,120,152,175,99,115,71,85,118,151,169,187
OPM %,5%,5%,6%,7%,7%,4%,4%,4%,4%,3%,3%,3%,3%
Other Income+,1,1,1,1,1,9,5,6,3,8,5,3,3
Interest,42,47,46,51,46,47,43,33,24,25,32,52,49
Depreciation,6,9,10,11,14,15,25,24,17,16,16,17,16
Profit before tax,42,35,65,90,116,46,51,20,46,84,108,103,125
Tax %,32%,35%,37%,35%,36%,29%,22%,31%,25%,25%,25%,25%,
Net Profit+,29,23,41,59,74,33,40,14,34,63,81,77,94
EPS in Rs,13.11,10.31,18.60,25.78,32.36,14.36,17.49,6.07,15.05,27.65,33.52,31.98,38.75
Dividend Payout %,8%,10%,8%,11%,10%,10%,11%,0%,7%,9%,9%,9%,
