Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,845,888,994,"1,013","1,074","1,089","1,341","1,331","1,525","1,784","1,943","2,108","2,077"
Expenses+,638,690,765,769,841,860,"1,038",997,"1,271","1,533","1,604","1,783","1,803"
Operating Profit,207,199,229,243,233,229,304,334,254,251,339,325,275
OPM %,24%,22%,23%,24%,22%,21%,23%,25%,17%,14%,17%,15%,13%
Other Income+,39,46,39,44,45,42,57,95,76,50,102,91,91
Interest,3,2,1,1,1,1,3,3,3,4,4,5,4
Depreciation,25,39,34,35,35,33,37,38,37,39,40,54,59
Profit before tax,218,204,232,252,241,237,320,388,289,258,396,357,302
Tax %,38%,27%,27%,25%,28%,28%,25%,22%,25%,25%,23%,25%,
Net Profit+,135,148,169,189,174,170,240,301,216,194,305,267,225
EPS in Rs,7.61,8.33,9.48,10.60,9.95,9.74,14.03,17.85,12.82,11.70,18.75,16.39,13.85
Dividend Payout %,30%,27%,24%,21%,0%,0%,6%,0%,0%,0%,0%,31%,
