Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,147,151,128,152,171,189,214,222,457,408,305,178,184
Expenses+,139,144,119,143,161,177,203,206,419,368,285,171,177
Operating Profit,8,7,9,9,10,12,11,16,38,40,20,7,7
OPM %,5%,5%,7%,6%,6%,6%,5%,7%,8%,10%,6%,4%,4%
Other Income+,0,1,1,2,2,2,1,0,4,3,2,3,3
Interest,3,3,3,4,3,4,4,3,4,1,1,1,1
Depreciation,1,1,1,1,1,2,2,2,2,2,2,3,3
Profit before tax,4,4,5,6,7,8,6,11,36,40,19,6,6
Tax %,33%,32%,34%,34%,32%,28%,28%,26%,23%,26%,27%,34%,
Net Profit+,3,3,4,4,5,6,5,8,27,30,14,4,4
EPS in Rs,2.15,2.37,2.95,2.89,3.48,4.21,3.37,5.84,20.07,21.74,10.10,3.01,2.76
Dividend Payout %,0%,0%,0%,17%,0%,12%,15%,17%,10%,9%,10%,17%,
