Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,608,540,526,666,771,872,773,987,"1,138","1,422","1,419","1,682","1,788"
Expenses+,518,465,452,562,650,740,673,851,983,"1,235","1,231","1,455","1,546"
Operating Profit,91,75,74,105,122,132,100,136,155,186,188,227,241
OPM %,15%,14%,14%,16%,16%,15%,13%,14%,14%,13%,13%,14%,14%
Other Income+,16,16,16,17,19,15,13,9,10,12,14,16,19
Interest,0,0,0,0,1,0,0,0,0,0,0,0,0
Depreciation,9,13,14,16,17,20,20,20,18,19,17,20,22
Profit before tax,98,78,76,105,123,127,93,124,147,180,185,223,238
Tax %,32%,33%,33%,35%,35%,35%,24%,26%,25%,26%,25%,26%,
Net Profit+,67,52,51,69,80,82,71,93,109,134,138,166,177
EPS in Rs,53.95,41.74,41.31,55.43,66.05,67.95,58.55,76.24,90.14,110.00,113.50,136.64,145.73
Dividend Payout %,65%,79%,80%,78%,76%,74%,68%,91%,89%,84%,84%,76%,
