Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,502","1,824","2,035","2,276","2,049","2,012","1,706",683,952,883,"1,319",771,720
Expenses+,"1,403","1,672","1,833","2,100","1,833","1,843","1,630",690,957,854,"1,301",728,681
Operating Profit,100,152,202,176,217,169,76,-7,-6,29,18,43,38
OPM %,7%,8%,10%,8%,11%,8%,4%,-1%,-1%,3%,1%,6%,5%
Other Income+,89,83,53,99,73,68,112,-43,30,28,41,54,56
Interest,168,198,225,260,214,161,157,67,22,50,57,39,38
Depreciation,27,24,27,21,17,11,11,6,4,3,2,1,1
Profit before tax,-6,13,3,-6,60,65,21,-122,-1,3,-0,57,55
Tax %,28%,69%,361%,-100%,19%,38%,71%,-4%,-89%,88%,600%,15%,
Net Profit+,-12,2,-11,-4,50,40,7,-117,-0,0,-2,48,47
EPS in Rs,-3.41,0.26,-1.63,-2.33,13.75,10.84,1.80,-31.98,0.08,0.09,-1.42,6.70,6.97
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
