Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,147,186,175,178,220,229,303,327,424,474,559,552,558
Expenses+,133,175,162,158,192,197,254,276,355,414,458,464,472
Operating Profit,14,11,13,20,27,31,49,50,69,60,100,88,86
OPM %,9%,6%,7%,11%,12%,14%,16%,15%,16%,13%,18%,16%,15%
Other Income+,1,1,0,0,1,1,0,3,1,3,3,5,7
Interest,5,6,6,6,6,5,5,4,3,5,6,5,5
Depreciation,4,6,6,5,5,6,6,9,11,12,20,19,19
Profit before tax,6,0,1,9,17,22,38,41,56,46,77,68,68
Tax %,79%,"1,240%",149%,34%,23%,31%,21%,27%,24%,24%,23%,23%,
Net Profit+,1,-2,-1,6,13,15,30,29,43,35,59,52,52
EPS in Rs,3.04,-0.22,0.20,5.59,10.73,12.97,24.17,25.19,35.31,30.30,51.69,46.00,45.82
Dividend Payout %,38%,-522%,572%,21%,12%,13%,7%,8%,6%,7%,6%,11%,
