Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,177,170,162,212,228,207,158,118,225,456,436,460,484
Expenses+,146,145,142,183,200,177,132,102,184,380,394,431,455
Operating Profit,31,25,20,29,28,29,26,16,41,76,42,29,29
OPM %,18%,15%,13%,14%,12%,14%,16%,13%,18%,17%,10%,6%,6%
Other Income+,13,5,4,4,21,4,5,8,11,13,9,15,17
Interest,1,1,1,0,0,0,1,2,0,1,2,1,2
Depreciation,8,10,10,11,11,11,9,12,8,6,8,9,8
Profit before tax,36,19,13,23,37,22,21,9,43,82,40,35,37
Tax %,16%,18%,21%,15%,10%,19%,36%,-40%,-14%,18%,28%,45%,
Net Profit+,30,16,10,19,33,18,14,12,49,68,29,19,22
EPS in Rs,5.32,2.80,1.82,3.45,5.88,3.26,2.40,2.15,8.54,11.67,5.01,3.29,3.74
Dividend Payout %,60%,83%,39%,62%,42%,77%,134%,75%,42%,37%,90%,137%,
