Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,583","1,832","1,137","1,344","1,535","1,558","1,798","1,732","1,793","1,858","1,981","2,040","2,091"
Expenses+,"1,282","1,567","1,012","1,143","1,197","1,239","1,352","1,239","1,390","1,538","1,648","1,694","1,749"
Operating Profit,301,265,125,202,337,319,447,493,403,320,333,345,342
OPM %,19%,14%,11%,15%,22%,20%,25%,28%,22%,17%,17%,17%,16%
Other Income+,3,76,-13,22,42,-368,263,196,121,128,165,118,121
Interest,138,159,91,112,153,225,229,38,0,1,2,2,1
Depreciation,291,328,259,306,335,352,371,371,368,357,354,336,336
Profit before tax,-124,-147,-238,-194,-108,-627,110,279,156,90,142,125,126
Tax %,13%,19%,-0%,-0%,-0%,-70%,4%,9%,17%,28%,30%,26%,
Net Profit+,-120,-167,-238,-193,-108,-188,105,253,130,65,99,93,98
EPS in Rs,-1.46,-2.17,-2.86,-2.32,-1.19,-1.06,0.59,1.43,0.73,0.37,0.56,0.52,0.56
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
