Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,74.68,49.91,61.42,66.60,72.15,66.81,80.15,81.75,87.40,64.68,76.65,101.43,84.79
Expenses+,65.66,47.42,55.07,55.55,66.72,59.15,69.59,64.03,72.25,63.54,73.41,94.72,78.17
Operating Profit,9.02,2.49,6.35,11.05,5.43,7.66,10.56,17.72,15.15,1.14,3.24,6.71,6.62
OPM %,12.08%,4.99%,10.34%,16.59%,7.53%,11.47%,13.18%,21.68%,17.33%,1.76%,4.23%,6.62%,7.81%
Other Income+,0.62,0.53,1.18,1.14,2.14,1.26,2.35,2.24,2.60,2.01,2.81,3.00,2.71
Interest,0.52,0.48,0.91,0.82,0.80,1.06,0.90,0.72,1.77,1.64,2.75,5.13,5.27
Depreciation,2.08,1.07,1.41,1.55,0.84,1.27,1.78,2.02,2.22,2.74,2.82,2.47,2.45
Profit before tax,7.04,1.47,5.21,9.82,5.93,6.59,10.23,17.22,13.76,-1.23,0.48,2.11,1.61
Tax %,9.23%,-46.94%,25.53%,42.97%,43.17%,34.29%,19.84%,25.61%,26.53%,-2.44%,77.08%,48.82%,
Net Profit+,6.40,2.17,3.88,5.60,3.36,4.33,8.21,12.81,10.11,-1.20,0.12,1.09,0.51
EPS in Rs,3.88,1.32,2.35,3.41,2.05,2.64,5.14,8.02,5.96,-0.57,0.06,0.52,0.24
Dividend Payout %,0.00%,0.00%,9.68%,0.00%,25.13%,0.00%,19.45%,15.58%,0.00%,0.00%,0.00%,0.00%,
