Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,177","2,691","3,028","2,761","4,142","3,889","2,796",888,626,994,"1,091","1,159","1,087"
Expenses+,"1,856","2,312","2,536","2,217","3,522","3,445","3,153",969,625,"1,240",925,"1,032",966
Operating Profit,321,379,492,544,620,444,-357,-80,1,-247,166,128,121
OPM %,15%,14%,16%,20%,15%,11%,-13%,-9%,0%,-25%,15%,11%,11%
Other Income+,64,64,154,137,215,358,"3,176",-78,72,112,-374,96,135
Interest,278,326,359,317,349,353,519,261,53,87,30,110,113
Depreciation,249,257,252,227,260,270,430,400,148,161,131,125,119
Profit before tax,-142,-141,35,137,225,179,"1,870",-820,-128,-382,-369,-12,23
Tax %,-2%,11%,127%,40%,34%,18%,1%,-20%,2%,1%,-17%,"1,096%",
Net Profit+,-63,-65,-10,82,148,147,"1,849",-652,-131,-387,-307,-143,-107
EPS in Rs,-54.07,-57.41,-2.06,2.28,5.03,6.04,89.16,-27.64,-5.71,-17.98,-15.27,-2.75,-0.88
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
