Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,762,526,898,401,538,650,676,862,960,"1,057",931,864,905
Expenses+,707,487,838,421,504,605,636,782,901,959,903,799,832
Operating Profit,55,40,60,-20,35,46,41,80,59,97,28,66,74
OPM %,7%,8%,7%,-5%,6%,7%,6%,9%,6%,9%,3%,8%,8%
Other Income+,6,4,5,2,2,2,1,2,-5,7,3,7,7
Interest,22,30,34,23,18,22,24,17,14,7,7,6,3
Depreciation,5,10,12,12,12,13,14,16,15,16,18,23,22
Profit before tax,34,4,19,-53,6,12,4,48,25,80,6,44,55
Tax %,35%,33%,35%,-3%,18%,23%,4%,25%,35%,36%,-31%,26%,
Net Profit+,22,3,12,-52,5,10,4,36,16,52,7,33,41
EPS in Rs,12.53,1.58,6.93,-28.95,2.69,5.35,2.23,20.22,9.02,28.90,4.13,18.19,22.81
Dividend Payout %,0%,0%,18%,0%,0%,0%,0%,15%,33%,0%,0%,0%,
