Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,90.29,96.12,98.94,93.36,113.28,82.13,-13.32,0.00,0.00,0.00,0.00,0.00,0.00
Expenses+,75.10,82.45,84.67,79.02,95.27,111.80,32.46,1.45,1.37,1.75,1.43,2.56,2.67
Operating Profit,15.19,13.67,14.27,14.34,18.01,-29.67,-45.78,-1.45,-1.37,-1.75,-1.43,-2.56,-2.67
OPM %,16.82%,14.22%,14.42%,15.36%,15.90%,-36.13%,"-9,952.17%",,,,,,
Other Income+,0.17,0.21,0.38,0.30,0.79,0.64,0.22,0.02,0.00,0.00,0.00,0.00,0.00
Interest,7.59,7.80,7.75,7.66,8.85,9.37,5.13,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.82,0.95,1.06,1.08,1.10,1.73,1.65,1.45,1.41,1.38,1.36,1.35,1.35
Profit before tax,6.95,5.13,5.84,5.90,8.85,-40.13,-52.34,-2.88,-2.78,-3.13,-2.79,-3.91,-4.02
Tax %,22.73%,15.79%,22.77%,33.05%,16.38%,0.37%,-0.94%,-4.51%,-5.76%,-6.39%,-7.53%,-5.88%,
Net Profit+,5.37,4.32,4.51,3.95,7.41,-40.28,-51.84,-2.75,-2.62,-2.94,-2.58,-3.68,-3.78
EPS in Rs,5.97,4.81,5.02,2.59,4.86,-26.43,-34.01,-1.80,-2.54,-2.06,-1.80,-2.57,-2.49
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,10.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
