Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"3,897","3,038","2,493","3,067","4,024","4,798","5,391","5,342","7,380","10,368","12,514","10,760","10,259"
Expenses+,"2,981","2,351","2,228","2,740","3,576","4,320","4,787","4,845","6,795","9,664","11,406","9,912","9,472"
Operating Profit,917,687,264,328,448,479,604,497,585,704,"1,108",847,787
OPM %,24%,23%,11%,11%,11%,10%,11%,9%,8%,7%,9%,8%,8%
Other Income+,253,264,421,313,189,212,178,196,261,413,403,431,455
Interest,39,33,43,59,65,15,28,23,62,119,149,221,246
Depreciation,34,57,31,27,16,52,83,92,95,107,100,118,128
Profit before tax,"1,097",861,612,556,555,624,672,578,689,891,"1,261",939,869
Tax %,32%,32%,36%,31%,26%,28%,28%,32%,14%,14%,26%,22%,
Net Profit+,747,583,393,384,409,450,485,391,592,765,930,728,668
EPS in Rs,37.73,29.40,19.85,3.88,4.35,4.79,5.16,4.16,6.30,8.14,9.88,7.73,7.10
Dividend Payout %,24%,31%,43%,96%,47%,45%,46%,36%,40%,37%,31%,34%,
