Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,91,113,135,148,174,175,195,204,256,304,359,425,438
Expenses+,71,90,99,104,118,135,149,154,197,228,273,345,360
Operating Profit,20,23,36,44,56,40,46,50,59,76,86,80,78
OPM %,22%,20%,27%,30%,32%,23%,24%,24%,23%,25%,24%,19%,18%
Other Income+,1,7,3,3,-4,5,-3,-1,5,4,4,6,10
Interest,1,1,2,1,1,0,1,1,1,1,2,4,3
Depreciation,1,2,3,20,13,8,9,12,15,15,14,16,17
Profit before tax,19,27,34,26,38,37,33,35,49,64,74,67,69
Tax %,28%,29%,23%,24%,18%,20%,20%,17%,18%,17%,27%,-50%,
Net Profit+,14,19,26,19,31,30,26,29,40,53,54,100,97
EPS in Rs,10.13,12.75,16.69,12.42,19.17,18.22,16.13,17.79,24.55,32.36,33.95,62.55,60.81
Dividend Payout %,16%,21%,36%,48%,34%,36%,50%,48%,37%,28%,26%,16%,
