Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,66.04,68.44,73.28,61.12,64.93,71.56,70.85,55.38,91.02,88.23,82.86,82.33,86.59
Expenses+,62.64,59.01,63.35,54.28,58.13,64.14,64.17,49.32,79.64,78.55,74.57,83.07,83.64
Operating Profit,3.40,9.43,9.93,6.84,6.80,7.42,6.68,6.06,11.38,9.68,8.29,-0.74,2.95
OPM %,5.15%,13.78%,13.55%,11.19%,10.47%,10.37%,9.43%,10.94%,12.50%,10.97%,10.00%,-0.90%,3.41%
Other Income+,0.44,-0.35,0.25,0.12,0.50,0.40,0.35,0.05,0.14,1.05,0.42,-0.75,-0.84
Interest,3.49,4.50,3.44,2.96,2.52,2.71,2.47,2.54,2.63,2.67,2.56,2.40,1.88
Depreciation,3.52,4.27,3.75,3.62,3.48,3.41,3.45,3.35,3.86,4.29,4.60,4.15,3.52
Profit before tax,-3.17,0.31,2.99,0.38,1.30,1.70,1.11,0.22,5.03,3.77,1.55,-8.04,-3.29
Tax %,-38.17%,6.45%,24.41%,7.89%,0.00%,0.00%,-12.61%,650.00%,30.82%,22.55%,27.10%,-27.86%,
Net Profit+,-1.96,0.28,2.26,0.35,1.31,1.69,1.25,-1.21,3.48,2.91,1.13,-5.80,-2.64
EPS in Rs,-1.92,0.27,2.22,0.34,1.29,1.66,1.23,-1.19,3.42,2.86,1.11,-5.70,-2.59
Dividend Payout %,0.00%,0.00%,54.05%,145.43%,77.71%,72.28%,81.44%,-67.31%,58.51%,69.97%,90.09%,-8.78%,
