Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,298","1,376","1,277","1,439","1,571","1,814","1,986","2,540","2,752","2,691","3,041","3,380","3,518"
Expenses+,"1,155","1,242","1,218","1,353","1,422","1,611","1,725","2,170","2,471","2,491","2,772","3,090","3,207"
Operating Profit,143,134,58,86,148,203,262,370,281,200,269,290,311
OPM %,11%,10%,5%,6%,9%,11%,13%,15%,10%,7%,9%,9%,9%
Other Income+,34,13,17,16,10,14,14,18,50,28,19,27,34
Interest,14,7,7,6,4,5,9,5,6,8,12,15,15
Depreciation,7,12,24,29,25,25,31,39,55,78,93,102,101
Profit before tax,155,128,45,66,129,188,236,344,271,141,182,200,230
Tax %,2%,19%,11%,2%,13%,18%,20%,21%,12%,26%,30%,24%,
Net Profit+,153,103,40,65,112,154,190,272,237,105,127,153,183
EPS in Rs,9.48,6.37,2.45,3.97,6.90,9.43,11.77,16.70,14.50,6.36,7.72,9.22,11.00
Dividend Payout %,2%,9%,0%,0%,0%,21%,57%,30%,41%,94%,78%,16%,
