Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,8.27,9.73,9.44,5.73,11.48,11.53,10.58,6.47,7.72,12.83,18.03,16.42,16.32
Expenses+,8.91,10.73,11.85,8.11,14.37,14.93,12.56,8.90,11.43,18.26,19.12,15.15,14.93
Operating Profit,-0.64,-1.00,-2.41,-2.38,-2.89,-3.40,-1.98,-2.43,-3.71,-5.43,-1.09,1.27,1.39
OPM %,-7.74%,-10.28%,-25.53%,-41.54%,-25.17%,-29.49%,-18.71%,-37.56%,-48.06%,-42.32%,-6.05%,7.73%,8.52%
Other Income+,1.73,3.88,6.89,9.74,9.69,5.64,6.86,2.62,4.81,9.77,7.06,5.40,8.98
Interest,0.02,0.02,0.10,0.08,0.04,0.04,0.03,0.04,0.35,0.01,0.01,0.01,0.01
Depreciation,0.71,0.76,0.52,0.54,0.39,0.41,0.50,0.48,0.38,0.44,0.42,0.38,0.37
Profit before tax,0.36,2.10,3.86,6.74,6.37,1.79,4.35,-0.33,0.37,3.89,5.54,6.28,9.99
Tax %,16.67%,3.33%,0.26%,0.00%,0.00%,-15.08%,0.46%,0.00%,0.00%,15.68%,13.18%,21.66%,
Net Profit+,0.30,2.03,3.86,6.74,6.37,2.05,4.34,-0.32,0.37,3.28,4.81,4.92,7.40
EPS in Rs,0.32,2.17,4.12,7.20,6.80,2.19,4.63,-0.34,0.40,3.50,5.14,5.25,7.90
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
