Metric,Mar 2013,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,820,998,"1,008","1,108","1,105","1,326","1,184",782,"1,355","2,083","1,802","1,754","1,665"
Expenses+,716,908,901,894,898,"1,030",917,675,"1,189","1,549","1,462","1,643","1,586"
Operating Profit,105,90,107,214,207,296,267,108,166,534,340,111,80
OPM %,13%,9%,11%,19%,19%,22%,23%,14%,12%,26%,19%,6%,5%
Other Income+,5,3,4,12,15,25,31,26,24,40,63,75,73
Interest,44,37,32,23,14,14,7,3,3,3,2,8,12
Depreciation,49,29,29,31,32,34,35,38,41,45,44,45,45
Profit before tax,16,26,50,172,176,273,256,93,146,525,357,132,95
Tax %,-25%,32%,29%,23%,30%,30%,29%,-15%,24%,25%,24%,18%,
Net Profit+,20,16,36,132,123,192,182,106,110,396,271,109,82
EPS in Rs,3.64,2.61,5.71,20.97,19.54,30.44,28.79,16.87,17.44,62.76,42.93,17.31,12.93
Dividend Payout %,25%,31%,17%,10%,15%,13%,13%,14%,14%,9%,11%,14%,
