Metric,Mar 2012,Mar 2013,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,43,50,111,118,126,207,110,159,152,158,259,132,118
Expenses+,41,44,101,106,105,173,85,129,125,133,223,111,99
Operating Profit,2,5,10,12,21,34,25,30,27,25,36,21,19
OPM %,4%,11%,9%,10%,16%,16%,23%,19%,18%,16%,14%,16%,16%
Other Income+,1,2,0,0,0,0,0,0,0,0,0,0,0
Interest,0,3,4,4,5,9,5,4,5,4,5,5,5
Depreciation,1,2,2,3,4,7,10,11,15,13,12,10,10
Profit before tax,2,4,5,5,12,18,10,14,8,9,20,6,4
Tax %,38%,38%,37%,38%,34%,37%,25%,29%,33%,42%,32%,36%,
Net Profit+,1,2,3,3,8,11,8,10,5,5,14,4,2
EPS in Rs,2.92,5.55,6.99,7.47,9.22,8.80,5.97,7.89,4.01,3.94,10.56,2.87,1.87
Dividend Payout %,0%,0%,0%,0%,0%,11%,0%,18%,35%,36%,15%,56%,
