Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,416,482,448,462,599,825,702,749,"1,178","1,090",826,978,"1,023"
Expenses+,376,409,385,419,474,574,571,628,946,961,801,857,900
Operating Profit,40,72,63,44,125,250,131,122,232,129,25,121,123
OPM %,10%,15%,14%,9%,21%,30%,19%,16%,20%,12%,3%,12%,12%
Other Income+,5,7,3,9,4,5,10,9,15,12,32,29,31
Interest,12,14,13,11,7,3,4,3,3,3,3,4,3
Depreciation,11,15,15,14,15,18,23,27,31,31,31,34,35
Profit before tax,21,51,38,27,107,234,115,101,213,106,23,113,116
Tax %,15%,19%,31%,26%,31%,34%,16%,29%,24%,24%,25%,24%,
Net Profit+,18,41,26,20,74,153,96,71,161,80,17,85,88
EPS in Rs,16.50,34.59,20.18,15.93,58.78,122.07,76.42,56.55,128.23,63.59,13.53,67.86,70.04
Dividend Payout %,23%,20%,22%,38%,21%,15%,13%,20%,18%,18%,41%,20%,
