Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,68,55,32,27,35,40,51,57,61,74,102,126,128
Expenses+,50,46,37,32,35,41,43,46,54,64,87,107,113
Operating Profit,18,8,-5,-5,0,-1,8,11,7,10,15,19,15
OPM %,26%,15%,-16%,-19%,1%,-2%,15%,20%,12%,13%,15%,15%,12%
Other Income+,1,2,5,-0,1,1,1,0,1,1,1,3,3
Interest,2,1,2,2,2,2,2,2,1,1,1,1,1
Depreciation,4,6,5,5,4,4,6,6,5,5,5,2,2
Profit before tax,13,3,-7,-12,-6,-5,1,4,2,5,10,19,15
Tax %,29%,-1%,12%,-13%,-8%,14%,15%,-14%,39%,18%,14%,29%,
Net Profit+,9,3,-8,-11,-5,-6,0,4,1,4,9,13,11
EPS in Rs,12.81,4.27,-10.85,-15.28,-2.74,-3.24,0.25,2.19,0.52,2.21,4.49,6.34,5.16
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
